filename,group
699.npz,C 1 2 1 (No. 5)
700.npz,C 1 2 1 (No. 5)
701.npz,P 1 21 1 (No. 4)
702.npz,C 1 2 1 (No. 5)
703.npz,C 1 2 1 (No. 5)
704.npz,P 1 21 1 (No. 4)
705.npz,C 1 2 1 (No. 5)
706.npz,P 1 21 1 (No. 4)
707.npz,C 1 2 1 (No. 5)
708.npz,P 1 21 1 (No. 4)
709.npz,P 1 21 1 (No. 4)
710.npz,C 1 2 1 (No. 5)
711.npz,C 1 2 1 (No. 5)
712.npz,P 1 21 1 (No. 4)
713.npz,C 1 2 1 (No. 5)
714.npz,C 1 2 1 (No. 5)
715.npz,C 1 2 1 (No. 5)
716.npz,P 1 21 1 (No. 4)
717.npz,C 1 2 1 (No. 5)
718.npz,P 1 21 1 (No. 4)
719.npz,P 1 21 1 (No. 4)
720.npz,P 1 21 1 (No. 4)
721.npz,P 1 21 1 (No. 4)
722.npz,P 1 21 1 (No. 4)
723.npz,C 1 2 1 (No. 5)
724.npz,C 1 2 1 (No. 5)
725.npz,C 1 2 1 (No. 5)
726.npz,P 1 21 1 (No. 4)
727.npz,C 1 2 1 (No. 5)
728.npz,P 1 21 1 (No. 4)
729.npz,C 1 2 1 (No. 5)
730.npz,P 1 21 1 (No. 4)
731.npz,P 1 21 1 (No. 4)
732.npz,P 1 21 1 (No. 4)
733.npz,C 1 2 1 (No. 5)
734.npz,C 1 2 1 (No. 5)
735.npz,P 1 21 1 (No. 4)
736.npz,P 1 21 1 (No. 4)
737.npz,C 1 2 1 (No. 5)
738.npz,P 1 21 1 (No. 4)
739.npz,C 1 2 1 (No. 5)
740.npz,P 1 21 1 (No. 4)
741.npz,C 1 2 1 (No. 5)
742.npz,C 1 2 1 (No. 5)
743.npz,C 1 2 1 (No. 5)
744.npz,P 1 21 1 (No. 4)
745.npz,C 1 2 1 (No. 5)
746.npz,P 1 21 1 (No. 4)
747.npz,C 1 2 1 (No. 5)
748.npz,P 1 21 1 (No. 4)
749.npz,C 1 2 1 (No. 5)
750.npz,C 1 2 1 (No. 5)
751.npz,P 1 21 1 (No. 4)
752.npz,C 1 2 1 (No. 5)
753.npz,P 1 21 1 (No. 4)
754.npz,C 1 2 1 (No. 5)
755.npz,P 1 21 1 (No. 4)
756.npz,C 1 2 1 (No. 5)
757.npz,P 1 21 1 (No. 4)
758.npz,P 1 21 1 (No. 4)
759.npz,C 1 2 1 (No. 5)
760.npz,P 1 21 1 (No. 4)
761.npz,C 1 2 1 (No. 5)
762.npz,P 1 21 1 (No. 4)
763.npz,C 1 2 1 (No. 5)
764.npz,P 1 21 1 (No. 4)
765.npz,C 1 2 1 (No. 5)
766.npz,P 1 21 1 (No. 4)
767.npz,P 1 21 1 (No. 4)
768.npz,C 1 2 1 (No. 5)
769.npz,P 1 21 1 (No. 4)
770.npz,P 1 21 1 (No. 4)
771.npz,C 1 2 1 (No. 5)
772.npz,C 1 2 1 (No. 5)
773.npz,P 1 21 1 (No. 4)
774.npz,C 1 2 1 (No. 5)
775.npz,P 1 21 1 (No. 4)
776.npz,P 1 21 1 (No. 4)
777.npz,C 1 2 1 (No. 5)
778.npz,P 1 21 1 (No. 4)
779.npz,C 1 2 1 (No. 5)
780.npz,P 1 21 1 (No. 4)
781.npz,P 1 21 1 (No. 4)
782.npz,C 1 2 1 (No. 5)
783.npz,P 1 21 1 (No. 4)
784.npz,P 1 21 1 (No. 4)
785.npz,P 1 21 1 (No. 4)
786.npz,C 1 2 1 (No. 5)
787.npz,C 1 2 1 (No. 5)
788.npz,P 1 21 1 (No. 4)
789.npz,P 1 21 1 (No. 4)
790.npz,C 1 2 1 (No. 5)
791.npz,C 1 2 1 (No. 5)
792.npz,P 1 21 1 (No. 4)
793.npz,C 1 2 1 (No. 5)
794.npz,P 1 21 1 (No. 4)
795.npz,C 1 2 1 (No. 5)
796.npz,P 1 21 1 (No. 4)
797.npz,P 1 21 1 (No. 4)
798.npz,C 1 2 1 (No. 5)
799.npz,P 1 21 1 (No. 4)
800.npz,P 1 21 1 (No. 4)
801.npz,C 1 2 1 (No. 5)
802.npz,P 1 21 1 (No. 4)
803.npz,C 1 2 1 (No. 5)
804.npz,C 1 2 1 (No. 5)
805.npz,C 1 2 1 (No. 5)
806.npz,P 1 21 1 (No. 4)
807.npz,P 1 21 1 (No. 4)
808.npz,P 1 21 1 (No. 4)
809.npz,C 1 2 1 (No. 5)
810.npz,C 1 2 1 (No. 5)
811.npz,P 1 21 1 (No. 4)
812.npz,P 1 21 1 (No. 4)
813.npz,C 1 2 1 (No. 5)
814.npz,C 1 2 1 (No. 5)
815.npz,P 1 21 1 (No. 4)
816.npz,C 1 2 1 (No. 5)
817.npz,C 1 2 1 (No. 5)
818.npz,P 1 21 1 (No. 4)
819.npz,C 1 2 1 (No. 5)
820.npz,P 1 21 1 (No. 4)
821.npz,P 1 21 1 (No. 4)
822.npz,C 1 2 1 (No. 5)
823.npz,C 1 2 1 (No. 5)
824.npz,P 1 21 1 (No. 4)
825.npz,C 1 2 1 (No. 5)
826.npz,P 1 21 1 (No. 4)
827.npz,P 1 21 1 (No. 4)
828.npz,C 1 2 1 (No. 5)
829.npz,C 1 2 1 (No. 5)
830.npz,P 1 21 1 (No. 4)
831.npz,P 1 21 1 (No. 4)
832.npz,C 1 2 1 (No. 5)
833.npz,P 1 21 1 (No. 4)
834.npz,P 1 21 1 (No. 4)
835.npz,P 1 21 1 (No. 4)
836.npz,P 1 21 1 (No. 4)
837.npz,P 1 21 1 (No. 4)
838.npz,C 1 2 1 (No. 5)
839.npz,P 1 21 1 (No. 4)
840.npz,C 1 2 1 (No. 5)
841.npz,C 1 2 1 (No. 5)
842.npz,C 1 2 1 (No. 5)
843.npz,C 1 2 1 (No. 5)
844.npz,P 1 21 1 (No. 4)
845.npz,P 1 21 1 (No. 4)
846.npz,P 1 21 1 (No. 4)
847.npz,P 1 21 1 (No. 4)
848.npz,C 1 2 1 (No. 5)
849.npz,P 1 21 1 (No. 4)
850.npz,C 1 2 1 (No. 5)
851.npz,P 1 21 1 (No. 4)
852.npz,C 1 2 1 (No. 5)
853.npz,C 1 2 1 (No. 5)
854.npz,P 1 21 1 (No. 4)
855.npz,C 1 2 1 (No. 5)
856.npz,P 1 21 1 (No. 4)
857.npz,C 1 2 1 (No. 5)
858.npz,P 1 21 1 (No. 4)
859.npz,C 1 2 1 (No. 5)
860.npz,C 1 2 1 (No. 5)
861.npz,P 1 21 1 (No. 4)
862.npz,C 1 2 1 (No. 5)
863.npz,C 1 2 1 (No. 5)
864.npz,P 1 21 1 (No. 4)
865.npz,C 1 2 1 (No. 5)
866.npz,C 1 2 1 (No. 5)
867.npz,C 1 2 1 (No. 5)
868.npz,C 1 2 1 (No. 5)
869.npz,C 1 2 1 (No. 5)
870.npz,C 1 2 1 (No. 5)
871.npz,P 1 21 1 (No. 4)
872.npz,P 1 21 1 (No. 4)
873.npz,P 1 21 1 (No. 4)
874.npz,C 1 2 1 (No. 5)
875.npz,C 1 2 1 (No. 5)
876.npz,P 1 21 1 (No. 4)
877.npz,P 1 21 1 (No. 4)
878.npz,P 1 21 1 (No. 4)
879.npz,P 1 21 1 (No. 4)
880.npz,C 1 2 1 (No. 5)
881.npz,C 1 2 1 (No. 5)
882.npz,C 1 2 1 (No. 5)
883.npz,P 1 21 1 (No. 4)
884.npz,P 1 21 1 (No. 4)
885.npz,P 1 21 1 (No. 4)
886.npz,C 1 2 1 (No. 5)
887.npz,C 1 2 1 (No. 5)
888.npz,C 1 2 1 (No. 5)
889.npz,C 1 2 1 (No. 5)
890.npz,C 1 2 1 (No. 5)
891.npz,P 1 21 1 (No. 4)
892.npz,C 1 2 1 (No. 5)
893.npz,P 1 21 1 (No. 4)
894.npz,C 1 2 1 (No. 5)
895.npz,C 1 2 1 (No. 5)
896.npz,P 1 21 1 (No. 4)
897.npz,P 1 21 1 (No. 4)
898.npz,P 1 21 1 (No. 4)
899.npz,P 1 21 1 (No. 4)
900.npz,C 1 2 1 (No. 5)
901.npz,P 1 21 1 (No. 4)
902.npz,P 1 21 1 (No. 4)
903.npz,C 1 2 1 (No. 5)
904.npz,P 1 21 1 (No. 4)
905.npz,P 1 21 1 (No. 4)
906.npz,P 1 21 1 (No. 4)
907.npz,P 1 21 1 (No. 4)
908.npz,P 1 21 1 (No. 4)
909.npz,P 1 21 1 (No. 4)
910.npz,P 1 21 1 (No. 4)
911.npz,P 1 21 1 (No. 4)
912.npz,P 1 21 1 (No. 4)
913.npz,C 1 2 1 (No. 5)
914.npz,P 1 21 1 (No. 4)
915.npz,P 1 21 1 (No. 4)
916.npz,C 1 2 1 (No. 5)
917.npz,C 1 2 1 (No. 5)
918.npz,C 1 2 1 (No. 5)
919.npz,C 1 2 1 (No. 5)
920.npz,P 1 21 1 (No. 4)
921.npz,P 1 21 1 (No. 4)
922.npz,P 1 21 1 (No. 4)
923.npz,C 1 2 1 (No. 5)
924.npz,C 1 2 1 (No. 5)
925.npz,C 1 2 1 (No. 5)
926.npz,P 1 21 1 (No. 4)
927.npz,C 1 2 1 (No. 5)
928.npz,P 1 21 1 (No. 4)
929.npz,P 1 21 1 (No. 4)
930.npz,P 1 21 1 (No. 4)
931.npz,C 1 2 1 (No. 5)
932.npz,C 1 2 1 (No. 5)
933.npz,C 1 2 1 (No. 5)
934.npz,P 1 21 1 (No. 4)
935.npz,P 1 21 1 (No. 4)
936.npz,P 1 21 1 (No. 4)
937.npz,C 1 2 1 (No. 5)
938.npz,P 1 21 1 (No. 4)
939.npz,P 1 21 1 (No. 4)
940.npz,P 1 21 1 (No. 4)
941.npz,C 1 2 1 (No. 5)
942.npz,C 1 2 1 (No. 5)
943.npz,C 1 2 1 (No. 5)
944.npz,P 1 21 1 (No. 4)
945.npz,P 1 21 1 (No. 4)
946.npz,P 1 21 1 (No. 4)
947.npz,C 1 2 1 (No. 5)
948.npz,C 1 2 1 (No. 5)
949.npz,C 1 2 1 (No. 5)
950.npz,C 1 2 1 (No. 5)
951.npz,P 1 21 1 (No. 4)
952.npz,C 1 2 1 (No. 5)
953.npz,C 1 2 1 (No. 5)
954.npz,C 1 2 1 (No. 5)
955.npz,P 1 21 1 (No. 4)
956.npz,P 1 21 1 (No. 4)
957.npz,P 1 21 1 (No. 4)
958.npz,P 1 21 1 (No. 4)
959.npz,P 1 21 1 (No. 4)
960.npz,C 1 2 1 (No. 5)
961.npz,P 1 21 1 (No. 4)
962.npz,C 1 2 1 (No. 5)
963.npz,P 1 21 1 (No. 4)
964.npz,P 1 21 1 (No. 4)
965.npz,P 1 21 1 (No. 4)
966.npz,C 1 2 1 (No. 5)
967.npz,P 1 21 1 (No. 4)
968.npz,P 1 21 1 (No. 4)
969.npz,P 1 21 1 (No. 4)
970.npz,C 1 2 1 (No. 5)
971.npz,P 1 21 1 (No. 4)
972.npz,C 1 2 1 (No. 5)
973.npz,P 1 21 1 (No. 4)
974.npz,P 1 21 1 (No. 4)
975.npz,P 1 21 1 (No. 4)
976.npz,P 1 21 1 (No. 4)
977.npz,P 1 21 1 (No. 4)
978.npz,P 1 21 1 (No. 4)
979.npz,P 1 21 1 (No. 4)
980.npz,C 1 2 1 (No. 5)
981.npz,P 1 21 1 (No. 4)
982.npz,P 1 21 1 (No. 4)
983.npz,C 1 2 1 (No. 5)
984.npz,P 1 21 1 (No. 4)
985.npz,P 1 21 1 (No. 4)
986.npz,C 1 2 1 (No. 5)
987.npz,C 1 2 1 (No. 5)
988.npz,P 1 21 1 (No. 4)
989.npz,C 1 2 1 (No. 5)
990.npz,C 1 2 1 (No. 5)
991.npz,C 1 2 1 (No. 5)
992.npz,P 1 21 1 (No. 4)
993.npz,P 1 21 1 (No. 4)
994.npz,C 1 2 1 (No. 5)
995.npz,P 1 21 1 (No. 4)
996.npz,C 1 2 1 (No. 5)
997.npz,P 1 21 1 (No. 4)
998.npz,C 1 2 1 (No. 5)
999.npz,C 1 2 1 (No. 5)
1000.npz,P 1 21 1 (No. 4)
1001.npz,P 1 21 1 (No. 4)
1002.npz,C 1 2 1 (No. 5)
1003.npz,C 1 2 1 (No. 5)
1004.npz,P 1 21 1 (No. 4)
1005.npz,C 1 2 1 (No. 5)
1006.npz,P 1 21 1 (No. 4)
1007.npz,P 1 21 1 (No. 4)
1008.npz,C 1 2 1 (No. 5)
1009.npz,P 1 21 1 (No. 4)
1010.npz,P 1 21 1 (No. 4)
1011.npz,P 1 21 1 (No. 4)
1012.npz,P 1 21 1 (No. 4)
1013.npz,P 1 21 1 (No. 4)
1014.npz,C 1 2 1 (No. 5)
1015.npz,P 1 21 1 (No. 4)
1016.npz,C 1 2 1 (No. 5)
1017.npz,C 1 2 1 (No. 5)
1018.npz,C 1 2 1 (No. 5)
1019.npz,C 1 2 1 (No. 5)
1020.npz,C 1 2 1 (No. 5)
1021.npz,C 1 2 1 (No. 5)
1022.npz,C 1 2 1 (No. 5)
1023.npz,C 1 2 1 (No. 5)
1024.npz,P 1 21 1 (No. 4)
1025.npz,C 1 2 1 (No. 5)
1026.npz,P 1 21 1 (No. 4)
1027.npz,P 1 21 1 (No. 4)
1028.npz,P 1 21 1 (No. 4)
1029.npz,C 1 2 1 (No. 5)
1030.npz,C 1 2 1 (No. 5)
1031.npz,C 1 2 1 (No. 5)
1032.npz,P 1 21 1 (No. 4)
1033.npz,P 1 21 1 (No. 4)
1034.npz,C 1 2 1 (No. 5)
1035.npz,P 1 21 1 (No. 4)
1036.npz,P 1 21 1 (No. 4)
1037.npz,C 1 2 1 (No. 5)
1038.npz,C 1 2 1 (No. 5)
1039.npz,C 1 2 1 (No. 5)
1040.npz,C 1 2 1 (No. 5)
1041.npz,C 1 2 1 (No. 5)
1042.npz,P 1 21 1 (No. 4)
1043.npz,C 1 2 1 (No. 5)
1044.npz,C 1 2 1 (No. 5)
1045.npz,C 1 2 1 (No. 5)
1046.npz,P 1 21 1 (No. 4)
1047.npz,P 1 21 1 (No. 4)
1048.npz,P 1 21 1 (No. 4)
1049.npz,P 1 21 1 (No. 4)
1050.npz,C 1 2 1 (No. 5)
1051.npz,C 1 2 1 (No. 5)
1052.npz,P 1 21 1 (No. 4)
1053.npz,P 1 21 1 (No. 4)
1054.npz,P 1 21 1 (No. 4)
1055.npz,P 1 21 1 (No. 4)
1056.npz,C 1 2 1 (No. 5)
1057.npz,P 1 21 1 (No. 4)
1058.npz,C 1 2 1 (No. 5)
1059.npz,P 1 21 1 (No. 4)
1060.npz,P 1 21 1 (No. 4)
1061.npz,C 1 2 1 (No. 5)
1062.npz,C 1 2 1 (No. 5)
1063.npz,C 1 2 1 (No. 5)
1064.npz,P 1 21 1 (No. 4)
1065.npz,C 1 2 1 (No. 5)
1066.npz,C 1 2 1 (No. 5)
1067.npz,P 1 21 1 (No. 4)
1068.npz,C 1 2 1 (No. 5)
1069.npz,C 1 2 1 (No. 5)
1070.npz,C 1 2 1 (No. 5)
1071.npz,P 1 21 1 (No. 4)
1072.npz,P 1 21 1 (No. 4)
1073.npz,P 1 21 1 (No. 4)
1074.npz,C 1 2 1 (No. 5)
1075.npz,C 1 2 1 (No. 5)
1076.npz,C 1 2 1 (No. 5)
1077.npz,C 1 2 1 (No. 5)
1078.npz,C 1 2 1 (No. 5)
1079.npz,C 1 2 1 (No. 5)
1080.npz,C 1 2 1 (No. 5)
1081.npz,P 1 21 1 (No. 4)
1082.npz,C 1 2 1 (No. 5)
1083.npz,P 1 21 1 (No. 4)
1084.npz,C 1 2 1 (No. 5)
1085.npz,C 1 2 1 (No. 5)
1086.npz,C 1 2 1 (No. 5)
1087.npz,P 1 21 1 (No. 4)
1088.npz,C 1 2 1 (No. 5)
1089.npz,C 1 2 1 (No. 5)
1090.npz,C 1 2 1 (No. 5)
1091.npz,P 1 21 1 (No. 4)
1092.npz,C 1 2 1 (No. 5)
1093.npz,P 1 21 1 (No. 4)
1094.npz,P 1 21 1 (No. 4)
1095.npz,C 1 2 1 (No. 5)
1096.npz,P 1 21 1 (No. 4)
1097.npz,P 1 21 1 (No. 4)
1098.npz,C 1 2 1 (No. 5)
1099.npz,C 1 2 1 (No. 5)
1100.npz,P 1 21 1 (No. 4)
1101.npz,C 1 2 1 (No. 5)
1102.npz,P 1 21 1 (No. 4)
1103.npz,C 1 2 1 (No. 5)
1104.npz,P 1 21 1 (No. 4)
1105.npz,P 1 21 1 (No. 4)
1106.npz,C 1 2 1 (No. 5)
1107.npz,P 1 21 1 (No. 4)
1108.npz,P 1 21 1 (No. 4)
1109.npz,C 1 2 1 (No. 5)
1110.npz,C 1 2 1 (No. 5)
1111.npz,C 1 2 1 (No. 5)
1112.npz,C 1 2 1 (No. 5)
1113.npz,C 1 2 1 (No. 5)
1114.npz,C 1 2 1 (No. 5)
1115.npz,P 1 21 1 (No. 4)
1116.npz,P 1 21 1 (No. 4)
1117.npz,P 1 21 1 (No. 4)
1118.npz,C 1 2 1 (No. 5)
1119.npz,P 1 21 1 (No. 4)
1120.npz,P 1 21 1 (No. 4)
1121.npz,P 1 21 1 (No. 4)
1122.npz,P 1 21 1 (No. 4)
1123.npz,P 1 21 1 (No. 4)
1124.npz,C 1 2 1 (No. 5)
1125.npz,C 1 2 1 (No. 5)
1126.npz,P 1 21 1 (No. 4)
1127.npz,P 1 21 1 (No. 4)
1128.npz,P 1 21 1 (No. 4)
1129.npz,P 1 21 1 (No. 4)
1130.npz,C 1 2 1 (No. 5)
1131.npz,P 1 21 1 (No. 4)
1132.npz,P 1 21 1 (No. 4)
1133.npz,C 1 2 1 (No. 5)
1134.npz,P 1 21 1 (No. 4)
1135.npz,P 1 21 1 (No. 4)
1136.npz,C 1 2 1 (No. 5)
1137.npz,P 1 21 1 (No. 4)
1138.npz,C 1 2 1 (No. 5)
1139.npz,P 1 21 1 (No. 4)
1140.npz,C 1 2 1 (No. 5)
1141.npz,C 1 2 1 (No. 5)
1142.npz,C 1 2 1 (No. 5)
1143.npz,C 1 2 1 (No. 5)
1144.npz,P 1 21 1 (No. 4)
1145.npz,C 1 2 1 (No. 5)
1146.npz,P 1 21 1 (No. 4)
1147.npz,C 1 2 1 (No. 5)
1148.npz,P 1 21 1 (No. 4)
1149.npz,C 1 2 1 (No. 5)
1150.npz,C 1 2 1 (No. 5)
1151.npz,C 1 2 1 (No. 5)
1152.npz,C 1 2 1 (No. 5)
1153.npz,C 1 2 1 (No. 5)
1154.npz,C 1 2 1 (No. 5)
1155.npz,P 1 21 1 (No. 4)
1156.npz,C 1 2 1 (No. 5)
1157.npz,P 1 21 1 (No. 4)
1158.npz,C 1 2 1 (No. 5)
1159.npz,C 1 2 1 (No. 5)
1160.npz,C 1 2 1 (No. 5)
1161.npz,C 1 2 1 (No. 5)
1162.npz,P 1 21 1 (No. 4)
1163.npz,P 1 21 1 (No. 4)
1164.npz,P 1 21 1 (No. 4)
1165.npz,C 1 2 1 (No. 5)
1166.npz,P 1 21 1 (No. 4)
1167.npz,P 1 21 1 (No. 4)
1168.npz,P 1 21 1 (No. 4)
1169.npz,P 1 21 1 (No. 4)
1170.npz,C 1 2 1 (No. 5)
1171.npz,P 1 21 1 (No. 4)
1172.npz,P 1 21 1 (No. 4)
1173.npz,P 1 21 1 (No. 4)
1174.npz,P 1 21 1 (No. 4)
1175.npz,C 1 2 1 (No. 5)
1176.npz,P 1 21 1 (No. 4)
1177.npz,P 1 21 1 (No. 4)
1178.npz,P 1 21 1 (No. 4)
1179.npz,C 1 2 1 (No. 5)
1180.npz,C 1 2 1 (No. 5)
1181.npz,C 1 2 1 (No. 5)
1182.npz,P 1 21 1 (No. 4)
1183.npz,P 1 21 1 (No. 4)
1184.npz,P 1 21 1 (No. 4)
1185.npz,C 1 2 1 (No. 5)
1186.npz,C 1 2 1 (No. 5)
1187.npz,C 1 2 1 (No. 5)
1188.npz,C 1 2 1 (No. 5)
1189.npz,P 1 21 1 (No. 4)
1190.npz,P 1 21 1 (No. 4)
1191.npz,C 1 2 1 (No. 5)
1192.npz,C 1 2 1 (No. 5)
1193.npz,P 1 21 1 (No. 4)
1194.npz,C 1 2 1 (No. 5)
1195.npz,P 1 21 1 (No. 4)
1196.npz,C 1 2 1 (No. 5)
1197.npz,P 1 21 1 (No. 4)
1198.npz,P 1 21 1 (No. 4)
1199.npz,P 1 21 1 (No. 4)
1200.npz,C 1 2 1 (No. 5)
1201.npz,C 1 2 1 (No. 5)
1202.npz,C 1 2 1 (No. 5)
1203.npz,C 1 2 1 (No. 5)
1204.npz,C 1 2 1 (No. 5)
1205.npz,C 1 2 1 (No. 5)
1206.npz,P 1 21 1 (No. 4)
1207.npz,P 1 21 1 (No. 4)
1208.npz,C 1 2 1 (No. 5)
1209.npz,C 1 2 1 (No. 5)
1210.npz,P 1 21 1 (No. 4)
1211.npz,C 1 2 1 (No. 5)
1212.npz,P 1 21 1 (No. 4)
1213.npz,P 1 21 1 (No. 4)
1214.npz,P 1 21 1 (No. 4)
1215.npz,P 1 21 1 (No. 4)
1216.npz,C 1 2 1 (No. 5)
1217.npz,C 1 2 1 (No. 5)
1218.npz,P 1 21 1 (No. 4)
1219.npz,P 1 21 1 (No. 4)
1220.npz,P 1 21 1 (No. 4)
1221.npz,P 1 21 1 (No. 4)
1222.npz,C 1 2 1 (No. 5)
1223.npz,C 1 2 1 (No. 5)
1224.npz,P 1 21 1 (No. 4)
1225.npz,C 1 2 1 (No. 5)
1226.npz,C 1 2 1 (No. 5)
1227.npz,P 1 21 1 (No. 4)
1228.npz,P 1 21 1 (No. 4)
1229.npz,C 1 2 1 (No. 5)
1230.npz,C 1 2 1 (No. 5)
1231.npz,C 1 2 1 (No. 5)
1232.npz,C 1 2 1 (No. 5)
1233.npz,P 1 21 1 (No. 4)
1234.npz,C 1 2 1 (No. 5)
1235.npz,C 1 2 1 (No. 5)
1236.npz,P 1 21 1 (No. 4)
1237.npz,C 1 2 1 (No. 5)
1238.npz,C 1 2 1 (No. 5)
1239.npz,P 1 21 1 (No. 4)
1240.npz,P 1 21 1 (No. 4)
1241.npz,C 1 2 1 (No. 5)
1242.npz,C 1 2 1 (No. 5)
1243.npz,P 1 21 1 (No. 4)
1244.npz,P 1 21 1 (No. 4)
1245.npz,P 1 21 1 (No. 4)
1246.npz,P 1 21 1 (No. 4)
1247.npz,C 1 2 1 (No. 5)
1248.npz,C 1 2 1 (No. 5)
1249.npz,P 1 21 1 (No. 4)
1250.npz,C 1 2 1 (No. 5)
1251.npz,P 1 21 1 (No. 4)
1252.npz,P 1 21 1 (No. 4)
1253.npz,P 1 21 1 (No. 4)
1254.npz,P 1 21 1 (No. 4)
1255.npz,P 1 21 1 (No. 4)
1256.npz,C 1 2 1 (No. 5)
1257.npz,P 1 21 1 (No. 4)
1258.npz,C 1 2 1 (No. 5)
1259.npz,P 1 21 1 (No. 4)
1260.npz,C 1 2 1 (No. 5)
1261.npz,C 1 2 1 (No. 5)
1262.npz,C 1 2 1 (No. 5)
1263.npz,C 1 2 1 (No. 5)
1264.npz,P 1 21 1 (No. 4)
1265.npz,C 1 2 1 (No. 5)
1266.npz,P 1 21 1 (No. 4)
1267.npz,C 1 2 1 (No. 5)
1268.npz,P 1 21 1 (No. 4)
1269.npz,P 1 21 1 (No. 4)
1270.npz,C 1 2 1 (No. 5)
1271.npz,P 1 21 1 (No. 4)
1272.npz,C 1 2 1 (No. 5)
1273.npz,C 1 2 1 (No. 5)
1274.npz,C 1 2 1 (No. 5)
1275.npz,P 1 21 1 (No. 4)
1276.npz,P 1 21 1 (No. 4)
1277.npz,P 1 21 1 (No. 4)
1278.npz,P 1 21 1 (No. 4)
1279.npz,P 1 21 1 (No. 4)
1280.npz,P 1 21 1 (No. 4)
1281.npz,P 1 21 1 (No. 4)
1282.npz,P 1 21 1 (No. 4)
1283.npz,C 1 2 1 (No. 5)
1284.npz,P 1 21 1 (No. 4)
1285.npz,C 1 2 1 (No. 5)
1286.npz,P 1 21 1 (No. 4)
1287.npz,P 1 21 1 (No. 4)
1288.npz,P 1 21 1 (No. 4)
1289.npz,C 1 2 1 (No. 5)
1290.npz,P 1 21 1 (No. 4)
1291.npz,C 1 2 1 (No. 5)
1292.npz,C 1 2 1 (No. 5)
1293.npz,P 1 21 1 (No. 4)
1294.npz,C 1 2 1 (No. 5)
1295.npz,P 1 21 1 (No. 4)
1296.npz,P 1 21 1 (No. 4)
1297.npz,C 1 2 1 (No. 5)
1298.npz,P 1 21 1 (No. 4)
1299.npz,P 1 21 1 (No. 4)
1300.npz,P 1 21 1 (No. 4)
1301.npz,C 1 2 1 (No. 5)
1302.npz,C 1 2 1 (No. 5)
1303.npz,P 1 21 1 (No. 4)
1304.npz,P 1 21 1 (No. 4)
1305.npz,C 1 2 1 (No. 5)
1306.npz,P 1 21 1 (No. 4)
1307.npz,P 1 21 1 (No. 4)
1308.npz,C 1 2 1 (No. 5)
1309.npz,C 1 2 1 (No. 5)
1310.npz,P 1 21 1 (No. 4)
1311.npz,C 1 2 1 (No. 5)
1312.npz,C 1 2 1 (No. 5)
1313.npz,C 1 2 1 (No. 5)
1314.npz,P 1 21 1 (No. 4)
1315.npz,P 1 21 1 (No. 4)
1316.npz,C 1 2 1 (No. 5)
1317.npz,C 1 2 1 (No. 5)
1318.npz,C 1 2 1 (No. 5)
1319.npz,P 1 21 1 (No. 4)
1320.npz,C 1 2 1 (No. 5)
1321.npz,C 1 2 1 (No. 5)
1322.npz,C 1 2 1 (No. 5)
1323.npz,P 1 21 1 (No. 4)
1324.npz,C 1 2 1 (No. 5)
1325.npz,C 1 2 1 (No. 5)
1326.npz,P 1 21 1 (No. 4)
1327.npz,C 1 2 1 (No. 5)
1328.npz,P 1 21 1 (No. 4)
1329.npz,P 1 21 1 (No. 4)
1330.npz,C 1 2 1 (No. 5)
1331.npz,P 1 21 1 (No. 4)
1332.npz,C 1 2 1 (No. 5)
1333.npz,C 1 2 1 (No. 5)
1334.npz,P 1 21 1 (No. 4)
1335.npz,C 1 2 1 (No. 5)
1336.npz,P 1 21 1 (No. 4)
1337.npz,P 1 21 1 (No. 4)
1338.npz,C 1 2 1 (No. 5)
1339.npz,C 1 2 1 (No. 5)
1340.npz,P 1 21 1 (No. 4)
1341.npz,P 1 21 1 (No. 4)
1342.npz,P 1 21 1 (No. 4)
1343.npz,P 1 21 1 (No. 4)
1344.npz,C 1 2 1 (No. 5)
1345.npz,P 1 21 1 (No. 4)
1346.npz,P 1 21 1 (No. 4)
1347.npz,P 1 21 1 (No. 4)
1348.npz,P 1 21 1 (No. 4)
1349.npz,P 1 21 1 (No. 4)
1350.npz,C 1 2 1 (No. 5)
1351.npz,P 1 21 1 (No. 4)
1352.npz,C 1 2 1 (No. 5)
1353.npz,C 1 2 1 (No. 5)
1354.npz,P 1 21 1 (No. 4)
1355.npz,C 1 2 1 (No. 5)
1356.npz,C 1 2 1 (No. 5)
1357.npz,C 1 2 1 (No. 5)
1358.npz,P 1 21 1 (No. 4)
1359.npz,P 1 21 1 (No. 4)
1360.npz,P 1 21 1 (No. 4)
1361.npz,C 1 2 1 (No. 5)
1362.npz,C 1 2 1 (No. 5)
1363.npz,C 1 2 1 (No. 5)
1364.npz,P 1 21 1 (No. 4)
1365.npz,C 1 2 1 (No. 5)
1366.npz,P 1 21 1 (No. 4)
1367.npz,C 1 2 1 (No. 5)
1368.npz,C 1 2 1 (No. 5)
1369.npz,P 1 21 1 (No. 4)
1370.npz,P 1 21 1 (No. 4)
1371.npz,C 1 2 1 (No. 5)
1372.npz,C 1 2 1 (No. 5)
1373.npz,P 1 21 1 (No. 4)
1374.npz,P 1 21 1 (No. 4)
1375.npz,C 1 2 1 (No. 5)
1376.npz,P 1 21 1 (No. 4)
1377.npz,C 1 2 1 (No. 5)
1378.npz,P 1 21 1 (No. 4)
